,Title,Year Published,Min Players,Max Players,Best Players,Play Time,Age,Complexity,Designers,Artists,Publishers,Categories,Mechanisms
6674,BrikWars,(1995),2,8,9+,"[180, 180]",10,2.69,[Mike Rayhawk],[Mike Rayhawk],[(Web published)],"[Dice, Fighting, Miniatures, Wargame]",[Dice Rolling]
6675,Slap .45,(2015),3,7,5–7,"[20, 20]",––,1.33,"[Ben Beecher, Trevor Moorman, Justin Quick, Brad Sappington, Joe Sklover, Max Temkin, Chris Weed]",[Kellan Jett],[(Self-Published)],"[Action / Dexterity, American West, Card Game]",[Action / Movement Programming]
6676,Gamedec,(2013),1,6,5,"[75, 75]",12,3.00,"[Martin Ann, Jan Madejski]","[Tomasz Bilewicz, Marcin Jakubowski, Tomasz Maroński, Łukasz Matuszek, Marek Okoń]",[CDP.pl],"[Adventure, Novel-based, Science Fiction]","[Dice Rolling, Hand Management, Role Playing, Variable Player Powers]"
6677,"La Bataille de France, 1940",(2015),2,2,2,"[120, 120]",––,3.38,"[Juan Carlos Cebrián, Nicolás Eskubi]",[Nicolás Eskubi],"[Compass Games, War Storm Series]","[Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simulation]"
6678,Charly,(2010),2,6,3–5,"[20, 20]",6,1.35,[Inon Kohn],[Christian Fiore],"[ABACUSSPIELE, Hobby World, Lautapelit.fi]","[Animals, Card Game]","[Card Drafting, Hand Management]"
6679,Red Vengeance,(2005),2,2,2,"[180, 180]",––,2.05,[William Sariego],[],[Avalanche Press Ltd.],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter]"
6680,Keywood,(1995),2,5,3–4,"[120, 120]",10,2.00,[Richard Breese],[],[R&D Games],[Civilization],[Voting]
6681,The Last Days of the Grande Armee,(1998),2,2,2,"[180, 180]",––,3.07,[Kevin Zucker],[Masahiro Yamazaki],[OSG (Operational Studies Group)],"[Napoleonic, Wargame]",[Hex-and-Counter]
6682,Little Wars,(1913),2,12,2,"[90, 90]",12,2.60,[H. G. Wells],[(Uncredited)],"[Arms and Armour Press, Frank Palmer, Hard Press]","[Action / Dexterity, Fighting, Miniatures, Wargame]",[Simulation]
6683,Chaos,(2010),3,5,3–4,"[40, 40]",12,2.08,"[Pietro Valentyne, François Valentyne, Rant Valentyne, Sly Valentyne]",[],[Z-Man Games],[Card Game],"[Auction/Bidding, Memory, Set Collection, Trading]"
6684,Marita-Merkur,(1979),2,2,none,"[120, 120]",12,3.89,"[John Astell, Rich Banner]",[],[GDW Games],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simulation]"
6685,Shako,(1995),2,8,2,"[240, 240]",12,3.17,[Arty Conliffe],[],[Quantum Printing],"[Miniatures, Napoleonic, Wargame]",[Area-Impulse]
6686,Star Viking,(1981),2,2,none,"[60, 60]",10,2.50,[Arnold Hendrick],"[Bob Depew, David Helber, Arnold Hendrick]","[(Web published), Dwarfstar Games, Heritage USA]","[Economic, Exploration, Novel-based, Print & Play, Science Fiction, Wargame]","[Tile Placement, Trading]"
6687,King's Kilt,(2015),2,4,3–4,"[30, 45]",8,1.71,[Gord!],[Tomasz Larek],"[Eagle-Gryphon Games, Foxgames (Poland)]",[Card Game],[Grid Movement]
6688,Savage Worlds Showdown!,(2004),2,10,none,"[180, 180]",––,2.29,[Shane Lacy Hensley],[],[Pinnacle Entertainment Group],[Miniatures],"[Dice Rolling, Paper-and-Pencil, Variable Player Powers]"
6689,Sweet Nose,(2016),3,5,none,"[30, 45]",8,1.50,"[Jason Lin, Frank Liu]",[Shin Lin],[MO ZI Game],"[Ancient, Number, Print & Play]","[Secret Unit Deployment, Set Collection, Trading]"
6690,Didi Dotter,(2007),2,4,none,"[15, 15]",5,1.00,[Ariel Laden],[Doris Matthäus],"[The Canadian Group, Gigamic, Piatnik, Zoch Verlag]",[Children's Game],[Simultaneous Action Selection]
6691,Wabbit Wampage,(1985),2,4,4,"[120, 120]",12,2.00,[Mark Acres],[],[Pacesetter],"[Comic Book / Strip, Farming, Humor]","[Action Point Allowance System, Hand Management, Variable Player Powers]"
6692,I'm the Boss!: The Card Game,(2012),3,6,5–6,"[45, 45]",9,1.71,[Sid Sackson],[],[Eagle-Gryphon Games],"[Card Game, Economic, Negotiation]","[Hand Management, Set Collection]"
6693,Gopher It!,(1999),2,4,3–4,"[10, 10]",5,1.05,[Reinhard Staupe],[Oliver Freudenreich],"[AMIGO Spiel + Freizeit GmbH, Berliner Spielkarten, Playroom Entertainment, Staupe Spiele]","[Animals, Card Game, Children's Game]","[Pattern Building, Press Your Luck, Set Collection]"
6694,Taiga,(2010),2,6,none,"[15, 15]",5,1.11,[Jacques Zeimet],"[Inti Ansa, Bernhard Kümmelmann, Steffen Mühlhäuser, Piotr Socha]","[FoxMind, Hobby World, Leikkien Group, Oya, Steffen-Spiele]","[Animals, Children's Game, Deduction, Memory]","[Memory, Set Collection]"
6695,Jungle Brunch,(2012),2,5,4–5,"[20, 20]",6,1.75,"[Luca Bellini, Luca Borsa]",[Mauro Pelosi],"[Cube Factory of Ideas, Delta Vision Publishing, Giochi Uniti, KADABRA, Magellan, Quantuum Magic, Stratelibri, Swan Panasia Co., Ltd.]","[Animals, Card Game]","[Hand Management, Simultaneous Action Selection]"
6696,Froschkönig,(2003),2,4,none,"[20, 20]",5,1.00,"[Bernhard Lach, Uwe Rapp]",[Victor Boden],"[Gigamic, Zoch Verlag]","[Action / Dexterity, Children's Game]",[]
6697,Nantucket,(2016),2,2,2,"[20, 20]",––,1.80,[Nathaniel Levan],[Nolan Nasser],[Greater Than Games (Dice Hate Me Games)],[Nautical],[Worker Placement]
6698,Contrario,(2001),2,12,8,"[30, 30]",13,1.15,"[Matthieu d'Epenoux, Roberto Fraga, Odet L'Homer]","[Mathieu Beaulieu, Cyril Saint Blancat]","[Asmodee, Cocktail Games, First Editions, FoxMind, Reveal Entertainment, Inc., Le Scorpion Masqué]","[Party Game, Word Game]",[]
6699,Battlefront: WWII,(2002),2,2,2,"[180, 180]",12,3.63,[Greg Lyle],[],[Fire and Fury],"[Miniatures, Wargame, World War II]",[Variable Phase Order]
6700,Turning the Tables,(1998),1,2,none,"[180, 180]",––,2.80,[Dirk Blennemann],[Sawshun Yamaguchi],"[Kokusai-Tsushin Co., Ltd. (国際通信社), Moments in History]","[Wargame, World War II]","[Chit-Pull System, Hex-and-Counter]"
6701,300: The Board Game,(2007),2,4,2,"[30, 30]",17,1.89,[Andrew Parks],[Ed Repka],[NECA],"[Ancient, Movies / TV / Radio theme, Wargame]","[Campaign / Battle Card Driven, Dice Rolling]"
6702,Sub Terra,(2017),1,6,4,"[45, 90]",10,2.50,[Tim Pinder],[Zak Eidsvoog],[Inside the Box Board Games LLP (ITB)],"[Exploration, Horror, Maze]","[Action Point Allowance System, Co-operative Play, Grid Movement, Point to Point Movement, Press Your Luck, Tile Placement, Variable Player Powers]"
6703,Bunte Runde,(2005),2,6,none,"[15, 15]",6,1.19,[Reiner Knizia],[Rolf Vogt],"[Egmont Polska, Winning Moves Germany (Winning Moves Deutschland GmbH)]","[Abstract Strategy, Children's Game]",[Set Collection]
6704,Iliad: The Siege of Troy,(1978),2,2,2,"[180, 180]",12,2.43,"[Rik Fontana, Tim Orisek]",[Rich Banner],"[Conflict Games, GDW Games]","[Ancient, Wargame]",[Hex-and-Counter]
6705,1862,(2000),4,7,none,"[360, 360]",12,3.67,[Helmut Ohley],[Helmut Ohley],[(Self-Published)],"[Economic, Trains, Transportation]","[Route/Network Building, Stock Holding, Tile Placement, Trading]"
6706,Gute Nachbarn,(1986),2,4,none,"[15, 15]",10,1.17,[Alex Randolph],[],"[ABRA, Dal Negro, Das Spiel]",[Abstract Strategy],[Set Collection]
6707,SCAPE,(2015),3,14,5,"[5, 20]",8,1.45,[Francisco Gallego Arredondo],[Siscu Bellido],[GDM Games],"[Card Game, Party Game, Territory Building, World War II]",[]
6708,Probe,(1964),2,4,4,"[60, 60]",8,1.58,[(Uncredited)],[],"[Clipper, Estrela, Miro Company, Nathan, Parker Brothers, Parker Spiele]","[Card Game, Deduction, Word Game]",[]
6709,The War Game: World War II,(2005),2,6,6,"[240, 240]",12,3.52,[Jeff Stein],[],[Pegasus Hobbies],"[Political, Wargame, World War II]","[Area Movement, Dice Rolling, Partnerships]"
6710,Foragers,(2016),2,4,none,"[60, 80]",8,2.09,[Steve Finn],[Giorgio De Michele],[Dr. Finn's Games],"[Ancient, Economic, Exploration, Prehistoric]","[Modular Board, Pick-up and Deliver, Tile Placement]"
6711,Bussaco 20,(2009),2,2,2,"[55, 55]",12,1.75,[Lance McMillan],[John R. Cooper],[Victory Point Games],"[Napoleonic, Wargame]","[Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter]"
6712,Temp Worker Assassins,(2016),2,4,none,"[40, 60]",14,2.00,[David Newton],[Adam Bolton],[(Self-Published)],[Fantasy],"[Deck / Pool Building, Worker Placement]"
6713,Baobab,(2012),2,4,4+,"[20, 20]",6,1.30,[Josep M. Allué],"[Arteffekt, Cyril Bouquet]","[999 Games, Blue Orange (EU), Blue Orange Games, Hemz Universal Games Co. Ltd., Piatnik]","[Action / Dexterity, Animals, Children's Game]",[Hand Management]
6714,Mi Tierra,(2010),2,4,4,"[60, 60]",9,3.00,"[Alberto Abudinen, Diego Benavente]",[Cristián González],"[Aldebaran Games, AZ Games [La Araña y el Zapato]]","[Economic, Farming, Industry / Manufacturing]","[Dice Rolling, Set Collection, Tile Placement, Trading, Worker Placement]"
6715,"Hastings, 1066",(1987),2,2,none,"[300, 300]",12,2.86,[Richard H. Berg],"[The Bayeux Tapestry, Tom Dardnell, David C. Sutherland, III]",[TSR],"[Medieval, Wargame]",[Hex-and-Counter]
6716,Canoe,(2003),2,2,2,"[Time:, Time:]",––,2.89,[Bruce Alsip],[],[Alsip and Co.],"[Abstract Strategy, Dice]",[Dice Rolling]
6717,Atlantic Wall: D-Day to Falaise,(2014),2,6,4,"[120, 14400]",16,4.86,[Joe Youst],[Joe Youst],[Decision Games (I)],"[Wargame, World War II]",[Hex-and-Counter]
6718,The Powerpuff Girls: Saving the World Before Bedtime,(2000),2,4,4,"[30, 30]",8,1.20,[Craig Van Ness],[],"[Hasbro, Milton Bradley]","[Card Game, Children's Game, Movies / TV / Radio theme]","[Dice Rolling, Simultaneous Action Selection]"
6719,Labyrinth: The Duel,(2009),1,2,2,"[15, 15]",8,1.42,[Marco Teubner],"[illuVision, Joachim Krause]",[Ravensburger Spieleverlag GmbH],"[Fantasy, Maze, Puzzle, Racing]","[Modular Board, Pattern Building, Pattern Recognition, Route/Network Building, Tile Placement]"
6720,Munchkin Oz,(2015),3,6,4–5,"[60, 120]",10,1.50,"[Andrew Hackard, Steve Jackson (I)]","[Katie Cook, John Kovalic]",[Steve Jackson Games],"[Card Game, Fantasy, Fighting]",[Variable Player Powers]
6721,Kanaloa,(2001),2,4,none,"[90, 90]",8,2.50,[Günter Cornett],"[Carsten Fuhrmann, Claudius Schönherr]",[Bambus Spieleverlag],[Nautical],[Set Collection]
6722,Hell Hath No Fury,(1985),2,2,2,"[90, 90]",12,2.70,"[Robert Hulston, Thomas K. Sundell]",[Jan French Johns],[3W (World Wide Wargames)],"[Ancient, Wargame]",[Hex-and-Counter]
6723,For the Crown (First edition),(2011),2,2,2,"[30, 30]",12,2.80,[Jeremy Lennert],[Noelle Le Bienvenu],[Victory Point Games],"[Fantasy, Medieval]","[Card Drafting, Deck / Pool Building, Grid Movement, Hand Management]"
6724,The Opulent,(2016),1,4,3–4,"[30, 90]",16,1.80,"[Casey Willett, Aaron Yung]",[Aaron Yung],[Black Locust Games],[Economic],"[Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Set Collection, Variable Player Powers]"
6725,Mutant Chronicles Warzone Resurrection,(2013),2,8,2,"[120, 120]",10,3.33,"[Rob Alderman, Jarek Ewertowski, Mark Rapson]","[Dominik Kasprzycki, Nicholas Kay, Igor Kieryluk, Tomasz Tworek, Darek Zabrocki]","[Prodos Games, Ltd]","[Horror, Miniatures, Science Fiction, Wargame]","[Action Point Allowance System, Dice Rolling, Hand Management, Variable Player Powers]"
6726,Heroes of the Soviet Union: The Defense of Mother Russia 1942-43,(2001),2,2,none,"[60, 60]",12,2.83,[Brian L. Knipple],[],[Avalanche Press Ltd.],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Secret Unit Deployment, Simulation]"
6727,Boom: Runaway,(2014),2,5,4,"[30, 30]",7,1.17,[Christwart Conrad],[Jun-Ho Na],"[Korea Boardgames co., Ltd.]","[Bluffing, Deduction]",[Auction/Bidding]
6728,Renaissance Wars,(2015),2,4,2–3,"[45, 90]",12,3.00,"[Karen Boginski, Jody Boginski-Barbessi]",[Jody Boginski-Barbessi],"[U.S. Games Systems, Inc.]","[Card Game, Renaissance]","[Hand Management, Set Collection, Trick-taking, Variable Player Powers]"
6729,Stick Stack,(2016),2,99,none,"[Time:, Time:]",8,1.00,"[Forrest-Pruzan Creative, Brad Ross, Jim Winslow]",[],"[Broadway Toys LTD, Mandoo Games, Wonder Forge]",[Action / Dexterity],[Pattern Building]
6730,Days of Decision,(1990),2,7,2,"[360, 360]",12,3.72,[Harry Rowland],[Rodger B. MacGowan],[Australian Design Group],"[Political, Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simultaneous Action Selection]"
6731,Le Grand Empire,(2007),2,7,7,"[Time:, Time:]",––,3.70,[François-Stanislas Thomas],[Christophe Gentil-Perret],[Pratzen Editions],"[Napoleonic, Wargame]","[Chit-Pull System, Hex-and-Counter, Simulation]"
6732,Gravediggers,(2005),2,5,none,"[25, 25]",10,1.51,[Reiner Knizia],"[Miguel Coimbra, Arthur Wagner]","[Piatnik, Twilight Creations, Inc.]","[Bluffing, Card Game, Horror, Memory]","[Auction/Bidding, Memory, Simultaneous Action Selection]"
6733,Beer Money,(2004),2,4,4,"[10, 10]",12,1.81,[Charlie Wiedman],[Andrew Yates],[Atlas Games],"[Card Game, Fighting]",[Take That]
6734,Iconica,(2008),2,4,4,"[30, 30]",12,1.85,[Eric Torres],[Eric Torres],[(Self-Published)],"[Card Game, Dice, Fighting]","[Dice Rolling, Hand Management, Roll / Spin and Move]"
6735,Starmada,(2000),2,2,2,"[180, 180]",10,3.00,[Daniel Kast],[],[Majestic Twelve Games],"[Miniatures, Science Fiction, Wargame]",[]
6736,Patrol!,(1974),1,3,2,"[240, 240]",12,3.33,[Jim Dunnigan],[Redmond A. Simonsen],"[SPI (Simulations Publications, Inc.)]","[Modern Warfare, Wargame, World War II]","[Action / Movement Programming, Hex-and-Counter]"
6737,War in the Pacific (first edition),(1978),1,6,5–6+,"[360, 360]",12,4.77,"[Edward Curran, Jim Dunnigan, Irad B. Hardy, Tom Walczyk]",[Redmond A. Simonsen],"[Hobby Japan, SPI (Simulations Publications, Inc.)]","[Nautical, Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simulation]"
6738,Expedite,(2012),2,4,3–4,"[30, 30]",14,1.86,"[Brent Douthit, Travis Koldus, Vaughn Paxton]",[Amber Simmons],[Turnham Games],"[Aviation / Flight, Transportation, Travel]","[Card Drafting, Hand Management, Route/Network Building]"
6739,Les Pyramides 1798,(1998),2,2,2,"[60, 60]",12,2.27,"[Frédéric Bey, Marc Brandsma]","[Didier Bourgeois, Christophe Camilotte]",[Vae Victis],"[Napoleonic, Wargame]",[Hex-and-Counter]
6740,Famous 500: The World's Smallest Car Racing Game,(2012),2,2,2,"[30, 30]",13,1.45,[Rob Bartel],[Rob Bartel],[Famous Games Co],"[Card Game, Racing, Sports]","[Card Drafting, Press Your Luck, Simulation, Simultaneous Action Selection]"
6741,Velikye Luki,(2000),1,2,none,"[180, 180]",––,3.25,[Dirk Blennemann],[Sawshun Yamaguchi],"[Kokusai-Tsushin Co., Ltd. (国際通信社), Moments in History]","[Wargame, World War II]","[Chit-Pull System, Hex-and-Counter]"
6742,Builders of Blankenburg,(2016),2,5,3–5,"[60, 90]",13,2.75,[Peter Schultz],[Liz Stephanoff],[Cobblestone Games],"[City Building, Medieval]","[Area Control / Area Influence, Auction/Bidding, Variable Player Powers]"
6743,Sturm Nach Osten,(1982),1,2,none,"[360, 360]",12,2.82,[Lou Coatney],[Masahiro Yamazaki],"[(Self-Published), 3W (World Wide Wargames), Six Angles]","[Wargame, World War II]","[Dice Rolling, Hex-and-Counter]"
6744,Sissi!: Die Bohnenkaiserin,(2013),3,5,3,"[45, 45]",12,2.50,[Uwe Rosenberg],"[Klemens Franz, Björn Pertoft]",[Österreichisches Spiele Museum e.V.],[Card Game],"[Hand Management, Set Collection, Trading]"
6745,It's Mine,(2015),2,2,2,"[20, 45]",12,2.00,[Unai Rubio],[Ivan Chacón],[Mont Tàber],"[Card Game, City Building, Mafia]","[Area Control / Area Influence, Set Collection, Simultaneous Action Selection, Take That, Variable Player Powers]"
6746,Red Flags,(2015),3,10,none,"[30, 30]",17,1.00,[Darin Ross],[],[Skybound Games],"[Card Game, Humor, Party Game]",[Storytelling]
6747,Freebooter's Fate,(2010),2,16,2,"[60, 60]",10,0.00,[Werner Klocke],"[Paul Bonner, Melvin de Voor, Lydia Schuchmann, Patrick Soeder, Florian Stitz]",[Freebooter Miniatures],"[Fighting, Miniatures, Pirates]",[Simulation]
6748,Biergarten,(2016),2,5,none,"[15, 20]",12,2.00,[Andrew Sallwasser],[Andrew Sallwasser],[Steamboat Gothic Studio],[Card Game],"[Area Enclosure, Set Collection, Tile Placement]"
6749,Hike,(2011),3,8,5–8,"[30, 30]",7,1.47,"[John Montague, Cristina Ramos, David Schiller]",[Kiril Tchangov],[Moosetache Games],[Card Game],[Hand Management]
6750,"""Scratch One Flat Top!""",(1995),2,4,none,"[180, 180]",12,3.29,[Peter Bertram],"[Ted Koller, Rodger B. MacGowan, Beth Queman]",[3W (World Wide Wargames)],"[Aviation / Flight, Nautical, Wargame, World War II]","[Hex-and-Counter, Simulation]"
6751,Yom Kippur,(1983),2,4,3,"[120, 120]",12,3.50,[Andrea Mannucci],[Enea Riboldi],"[Eurogames, International Team]","[Modern Warfare, Wargame]",[Hex-and-Counter]
6752,Battlewagon,(1981),2,2,2,"[45, 45]",10,2.44,[Stephen G. Wilcox],"[R. Vance Buck, Rick Buck, Allen D. Eldridge, Stephen G. Wilcox]",[Task Force Games],"[Nautical, Wargame, World War I, World War II]","[Action / Movement Programming, Hex-and-Counter]"
6753,RAMbots,(2001),2,4,4,"[30, 30]",8,2.45,[Kory Heath],[],"[(Web published), Looney Labs]",[Racing],"[Action / Movement Programming, Simultaneous Action Selection]"
6754,Anno Domini: Europa,(2009),2,8,3–5,"[30, 30]",10,1.20,[Urs Hostettler],[Res Brandenberger],"[ABACUSSPIELE, Fata Morgana Spiele]","[Card Game, Educational, Party Game, Trivia]",[]
6755,Shark Attacks!,(2012),2,6,none,"[20, 20]",10,1.00,[Henning Poehl],[Michael Holtschulte],"[Sphinx Spieleverlag, Swan Panasia Co., Ltd.]","[Animals, Dice]","[Dice Rolling, Press Your Luck]"
6756,Knight Hawks,(1983),2,2,2,"[60, 60]",12,2.53,[Douglas Niles],[],[TSR],"[Science Fiction, Space Exploration, Wargame]","[Co-operative Play, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Role Playing, Trading, Variable Player Powers]"
6757,Captains of the Golden Age,(2016),2,4,none,"[60, 180]",11,2.40,"[Aron Groot, Niek Jansma]",[],[Golden Age Games],"[Adventure, Exploration, Nautical, Pirates, Travel]","[Hand Management, Memory, Pick-up and Deliver, Rock-Paper-Scissors, Trading]"
6758,France 1944: The Allied Crusade in Europe,(1986),1,2,none,"[360, 360]",12,3.07,[Mark Herman],"[Ted Koller, James Talbot]",[Victory Games (I)],"[Wargame, World War II]",[Hex-and-Counter]
6759,Squadron Strike,(2008),2,2,none,"[120, 120]",––,3.71,[Ken Burnside],"[Thomas Marrone, Charles Oines]",[Ad Astra Games],"[Aviation / Flight, Miniatures, Science Fiction, Wargame]",[Simulation]
6760,Können Schweine fliegen?,(2004),2,4,none,"[15, 15]",5,1.00,[Sonja Häßler],"[Bluguy, Michaela Kienle, Renate Mörtl, Felix Scheinberger]","[Hobby World, Korea Boardgames co., Ltd., KOSMOS, Piatnik]","[Animals, Card Game, Children's Game, Educational, Real-time]",[Card Drafting]
6761,Fury in the East,(2010),2,2,none,"[360, 360]",12,2.67,[Ginichiro Suzuki],[Nicolás Eskubi],[Multi-Man Publishing],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter]"
6762,Burning Suns,(2013),2,5,5,"[80, 80]",14,3.64,[Emil Larsen],"[Caner Inciucu, Svenja Liv, Angelita Ramos]","[(Self-Published), (Web published), SunTzuGames]","[Civilization, Fighting, Print & Play, Science Fiction, Space Exploration, Territory Building]","[Action / Movement Programming, Action Point Allowance System, Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Modular Board, Variable Phase Order, Variable Player Powers, Worker Placement]"
6763,Manimals,(2006),2,6,none,"[15, 15]",6,1.17,[Bernhard Naegele],[Peter Braun],"[Adlung-Spiele, Lucrum Games]","[Animals, Card Game, Children's Game, Educational, Real-time]",[Card Drafting]
6764,Dreadnought,(1975),2,2,none,"[120, 120]",12,2.42,"[Irad B. Hardy, John Young]",[Redmond A. Simonsen],"[SPI (Simulations Publications, Inc.)]","[Nautical, Wargame, World War I, World War II]","[Action / Movement Programming, Hex-and-Counter]"
6765,War and Peace,(2012),2,5,2,"[180, 180]",––,2.29,[Grant Wylie],[],[Worthington Games],"[Miniatures, Napoleonic, Wargame]","[Area Control / Area Influence, Area Movement, Dice Rolling]"
6766,Germania Magna: Border in Flames,(2016),2,4,4,"[30, 60]",14,2.50,"[Daniel Budacz, Piotr Krzystek, Łukasz Wrona]","[Paweł Kaczmarczyk, Judyta Sosna]",[PHALANX],"[Ancient, Card Game, Game System, Wargame]","[Card Drafting, Co-operative Play, Dice Rolling, Hand Management]"
6767,Just in Time,(2013),2,4,4+,"[40, 40]",8,2.33,[Günter Burkhardt],[],[Ravensburger Spieleverlag GmbH],"[Puzzle, Real-time]",[Pattern Building]
6768,Omaha Beachhead,(1987),2,2,none,"[300, 300]",12,2.86,[Joseph M. Balkoski],"[Ted Koller, James Talbot]",[Victory Games (I)],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simulation]"
6769,Scrabble Flash,(2010),1,4,1,"[5, 5]",8,1.39,[(Uncredited)],[],[Hasbro],"[Electronic, Real-time, Word Game]",[]
6770,1879,(2014),3,5,4,"[150, 150]",12,4.00,[Eddie Robbins],[],[Winsome Games],"[Economic, Trains, Transportation]","[Route/Network Building, Stock Holding, Tile Placement]"
6771,Talkin' Tango,(2000),4,8,5–6,"[60, 60]",8,1.00,"[(Uncredited), Peggy Brown]",[],"[Damm / Egmont, Patch Products]","[Party Game, Word Game]",[Partnerships]
6772,Würfelwurst,(2012),2,4,none,"[15, 15]",8,1.00,"[Inka Brand, Markus Brand]","[Klemens Franz, Franziskus Wittmann]",[KOSMOS],"[Animals, Dice]",[Dice Rolling]
